label_name	head	relation	tail	response
hammering	hammering	associated with event	construction task	Yes.
sound of things	sound of things	has subtype	liquid pouring	Yes.
female screaming	female screaming	produced during	traumatic event	Yes.
window opens or closes	window opens or closes	localized in	room	Yes.
vehicle compressor	vehicle compressor	belongs to class	things	Yes.
footsteps	footsteps	warns about	intruder	Yes.
throat cleaning	throat cleaning	belongs to class	human non-speech sounds	Yes.
sine wave	sine wave	has children	harmonic	Yes.
window opens or closes	window opens or closes	generated by	rain	Yes.
mallet percussion	mallet percussion	generated by	musician	Yes.
water drop	water drop	transcribed as	drip-drip	Yes.
musical concepts	musical concepts	has children	beat	Yes.
trombone	trombone	responds to	parade band	Yes.
bird vocalization call or song	bird vocalization call or song	has timbre	warbling	Yes.
cupboard open or close	cupboard open or close	scene contains	door opening	Yes.
mosquito	mosquito	localized in	jungle	Yes.
dog howling	dog howling	belongs to class	canine	Yes.
shuffle	shuffle	has sibling	walking	Yes.
banjo	banjo	scene contains	stringed instrument	Yes.
firing cannon	firing cannon	has timbre	gunshot	Yes.
washing dishes	washing dishes	has parent	dishes or pots or pans	Yes.
liquid boiling	liquid boiling	has parent	liquid	Yes.
tambourine	tambourine	triggers	musical	Yes.
source-ambiguous sounds	source-ambiguous sounds	has subtype	rattle	Yes.
car engine	car engine	has sibling	car	Yes.
traditional music	traditional music	has sibling	music genre	Yes.
timbales	timbales	part of scene	radio	Yes.
trombone	trombone	has sibling	brass instrument	Yes.
erhu	erhu	has timbre	stringed	Yes.
tapping	tapping	has duration	short	Yes.
animal	animal	has subtype	warbler chirping	Yes.
miscellaneous sources	miscellaneous sources	has children	equipment	Yes.
firing muskets	firing muskets	can be heard in	military training	Yes.
duct tape	duct tape	occurs in	construction site	Yes.
gospel music	gospel music	belongs to class	christian music	Yes.
metro	metro	belongs to class	vehicle	Yes.
ding-dong	ding-dong	occurs in	home	Yes.
trombone	trombone	has pitch	low	Yes.
radio	radio	is instance of	radio broadcast	Yes.
woodpecker	woodpecker	is a type of	percussive tool	Yes.
yelling	yelling	occurs in	cafe or restaurant	Yes.
percussion	percussion	is instance of	triangle	Yes.
erhu	erhu	has timbre	acoustic	Yes.
bugle	bugle	belongs to class	musical instrument	Yes.
sound of things	sound of things	has subtype	car passing by	Yes.
door domestic	door domestic	emitted by	apartment	Yes.
bus brake	bus brake	occurs in	busy street	Yes.
human sounds	human sounds	has subtype	human movement	Yes.
crowd	crowd	overlaps with	chanting	Yes.
liquid	liquid	has children	squish	Yes.
sound of things	sound of things	has subtype	ratchet or pawl	Yes.
snicker	snicker	described by	a short burst of laughter	Yes.
thunder	thunder	co-occurs with	rain	Yes.
waterfall	waterfall	associated with event	geological formation	Yes.
child babbling	child babbling	belongs to class	human sounds	Yes.
bell	bell	can be heard in	school	Yes.
motorboat speedboat	motorboat speedboat	generated by	propeller	Yes.
car crash	car crash	affects	emergency services	Yes.
bicycle bell	bicycle bell	belongs to class	bell ringing	Yes.
siren ringing	siren ringing	precedes	emergency response	Yes.
car horn	car horn	occurs in	busy street	Yes.
bird vocalization call or song	bird vocalization call or song	has children	wood thrush calling	Yes.
cowbell	cowbell	associated with environment	music festival	Yes.
fowl animal	fowl animal	has subtype	duck	Yes.
farm animal	farm animal	occurs in	farm	Yes.
cello	cello	originates from	musical instrument	Yes.
cleaning	cleaning	localized in	kitchen	Yes.
electric toothbrush	electric toothbrush	belongs to class	things	Yes.
saxophone	saxophone	performed by	jazz musician	Yes.
road vehicle	road vehicle	has subtype	cleaning truck	Yes.
lullaby	lullaby	described by	a soothing, gentle sound for children	Yes.
speech	speech	warns about	danger signal	Yes.
motorcycle brake	motorcycle brake	overlaps with	motorcycle stopping	Yes.
wedding music	wedding music	scene contains	wedding ceremony venue	Yes.
water	water	has subtype	pouring water	Yes.
vehicle	vehicle	has subtype	emergency vehicle	Yes.
bathtub (filling or washing)	bathtub (filling or washing)	generated by	tub	Yes.
animal	animal	localized in	tundra	Yes.
crash cymbal	crash cymbal	generated by	drum kit	Yes.
vehicle engine	vehicle engine	has children	tractor	Yes.
animal	animal	occurs in	residential area	Yes.
car engine	car engine	has duration	medium	Yes.
train	train	part of scene	train depot	Yes.
bass guitar	bass guitar	belongs to class	string instrument	Yes.
music genre	music genre	has children	country music	Yes.
cat	cat	belongs to class	domestic animal	Yes.
race car	race car	localized in	race pit lane	Yes.
mellotron	mellotron	scene contains	music instrument	Yes.
music genre	music genre	has subtype	opera	Yes.
electric grinder grinding	electric grinder grinding	generated by	electricity	Yes.
writing	writing	belongs to class	domestic sounds	Yes.
cattle or bovinae	cattle or bovinae	occurs in	farm	Yes.
clavinet	clavinet	occurs in	music studio	Yes.
acoustic environment	acoustic environment	has subtype	small room	Yes.
car engine accelerating	car engine accelerating	occurs in	city center	Yes.
music	music	has subtype	singing bowl	Yes.
throbbing	throbbing	associated with environment	heartbeat	Yes.
church bell ringing	church bell ringing	scene contains	bell ringing	Yes.
lions or tigers roaring	lions or tigers roaring	occurs in	forest	Yes.
harp	harp	used for	music	Yes.
emergency vehicle	emergency vehicle	belongs to class	road vehicle	Yes.
snap	snap	part of scene	elevator door alarm	Yes.
skateboard	skateboard	can be heard in	park	Yes.
chant	chant	associated with event	protest march	Yes.
crunch	crunch	follows	crunching leaves on roof during storm	Yes.
dog growling	dog growling	generated by	dog	Yes.
child babbling	child babbling	has parent	human non-speech sounds	Yes.
clicking	clicking	has children	clickety-clack	Yes.
vehicle engine	vehicle engine	has subtype	bus engine accelerating	Yes.
children shouting	children shouting	temporal component of	outdoor activity	Yes.
buzzer ringing	buzzer ringing	occurs in	kid game hall	Yes.
car door opens or closes	car door opens or closes	emitted by	passenger	Yes.
clavinet	clavinet	is a type of	stringed instrument	Yes.
burping	burping	has sibling	eating	Yes.
whir	whir	belongs to class	source-ambiguous	Yes.
generic impact sounds	generic impact sounds	has subtype	smash or crash	Yes.
cat meowing	cat meowing	scene contains	cat meowing	Yes.
wild animal	wild animal	has children	whale calling	Yes.
wild animal	wild animal	has subtype	wood thrush calling	Yes.
dishes or pots or pans	dishes or pots or pans	belongs to class	domestic sounds	Yes.
water vehicle	water vehicle	is a type of	boat	Yes.
printer	printer	temporal component of	printing process	Yes.
theremin	theremin	event composed of	musical instrument	Yes.
laughing	laughing	occurs in	cafe or restaurant	Yes.
harmonica	harmonica	described by	a one-note instrument with a distinctive sound	Yes.
jackhammer	jackhammer	co-occurs with	hammering	Yes.
motorcycle brake	motorcycle brake	belongs to class	things	Yes.
cello	cello	caused by	bowing	Yes.
heart murmur	heart murmur	can be heard in	emergency room	Yes.
squeal	squeal	belongs to class	brief tone	Yes.
truck engine	truck engine	has children	truck compressor	Yes.
timpani	timpani	scene contains	orchestra rehearsal	Yes.
walking	walking	occurs in	pedestrian street	Yes.
truck engine accelerating	truck engine accelerating	belongs to class	heavy engine (low frequency)	Yes.
hi-hat	hi-hat	has timbre	metallic	Yes.
trickle dribble	trickle dribble	belongs to class	liquid	Yes.
musical instrument	musical instrument	part of scene	music classroom	Yes.
announcement	announcement	has children	announcement speech	Yes.
chant	chant	described by	a religious or spiritual ritual involving chanting	Yes.
djembe	djembe	localized in	music jam session	Yes.
cap gun	cap gun	has parent	non-machinery impact	Yes.
pulse	pulse	warns about	arrhythmia	Yes.
rapping	rapping	occurs in	music venue stage	Yes.
explosion	explosion	has subtype	artillery fire	Yes.
eating	eating	belongs to class	human sounds	Yes.
bang	bang	belongs to class	source-ambiguous	Yes.
mouse pattering	mouse pattering	overlaps with	footsteps	Yes.
trombone	trombone	requires attention	concert	Yes.
hammering	hammering	used for	metalworking	Yes.
music	music	has subtype	ambient music	Yes.
rattle	rattle	has sibling	onomatopoeia	Yes.
clunk	clunk	associated with event	metal fabrication	Yes.
source-ambiguous sounds	source-ambiguous sounds	has subtype	hiss	Yes.
rain	rain	has subtype	precipitation weather	Yes.
metronome	metronome	perceived as	steady	Yes.
thunderstorm	thunderstorm	follows	thunderclap	Yes.
sound reproduction	sound reproduction	has subtype	gramophone record	Yes.
cap gun	cap gun	has sibling	explosion	Yes.
speech	speech	emitted by	person	Yes.
electronic dance music	electronic dance music	responds to	nightclub	Yes.
harmonic	harmonic	belongs to class	sine wave	Yes.
traffic noise	traffic noise	occurs in	quiet street	Yes.
vehicle siren ringing	vehicle siren ringing	has parent	siren ringing	Yes.
hum	hum	associated with environment	car	Yes.
techno	techno	belongs to class	music genre	Yes.
domestic animal	domestic animal	has children	dog	Yes.
announcement jingle	announcement jingle	has sibling	announcement	Yes.
vehicle	vehicle	belongs to class	things	Yes.
warbler chirping	warbler chirping	localized in	park	Yes.
ship	ship	is instance of	watercraft vehicle	Yes.
sound reproduction	sound reproduction	can be heard in	movie theater	Yes.
music role	music role	has subtype	instrument subtype	Yes.
harmonica	harmonica	described by	a popular instrument in blues and jazz music	Yes.
fire alarm ringing	fire alarm ringing	occurs in	shopping mall	Yes.
percussion	percussion	occurs in	hip hop concert	Yes.
eating apple	eating apple	generated by	apple	Yes.
human voice	human voice	has subtype	baby laughing	Yes.
sound of things	sound of things	has subtype	civil defense siren ringing	Yes.
door	door	has pitch	medium	Yes.
human sounds	human sounds	has subtype	sighing	Yes.
melody	melody	can be heard in	music studio	Yes.
cymbal	cymbal	localized in	music studio	Yes.
nose blowing	nose blowing	occurs in	bus station	Yes.
doorbell	doorbell	caused by	bell	Yes.
afrobeat	afrobeat	occurs in	concert	Yes.
sheep	sheep	can be heard in	farm	Yes.
typewriter	typewriter	belongs to class	domestic sounds	Yes.
tabla	tabla	associated with environment	indian classical music concert	Yes.
musical instrument	musical instrument	has children	keyboard (musical)	Yes.
crying	crying	has parent	human voice	Yes.
natural sounds	natural sounds	has subtype	steam	Yes.
scuba diving	scuba diving	occurs in	waterfront	Yes.
sizzle	sizzle	described by	a high-pitched sound made by a frying pan	Yes.
parrot talking	parrot talking	has sibling	bird	Yes.
telephone dialing	telephone dialing	occurs in	train interior	Yes.
swing music	swing music	scene contains	jazz club	Yes.
heavy engine (low frequency)	heavy engine (low frequency)	generated by	vehicle	Yes.
air conditioner	air conditioner	localized in	room	Yes.
sound of things	sound of things	has subtype	train	Yes.
skateboard	skateboard	transcribed as	grinding on halfpipe	Yes.
organ	organ	perceived as	pipe organ	Yes.
bugle	bugle	localized in	military parade	Yes.
crockery breaking and smashing	crockery breaking and smashing	belongs to class	kitchen sounds	Yes.
outdoor rural or natural	outdoor rural or natural	occurs in	waterfront	Yes.
engine knocking	engine knocking	caused by	overheating	Yes.
lawn mower	lawn mower	produced during	yard work	Yes.
coughing	coughing	performed by	human	Yes.
laughing	laughing	part of scene	comedy festival	Yes.
glass	glass	has subtype	glass chink or clink	Yes.
soca music	soca music	belongs to class	latin america music	Yes.
rain	rain	co-occurs with	puddles	Yes.
shouting	shouting	localized in	stadium	Yes.
firing muskets	firing muskets	can be heard in	gun range	Yes.
siren ringing	siren ringing	belongs to class	things	Yes.
brakes squeaking	brakes squeaking	has sibling	road vehicle	Yes.
harmonica	harmonica	described by	a wind instrument played by blowing air into a reed	Yes.
non-machinery impact	non-machinery impact	has children	iron forging	Yes.
snare drum	snare drum	perceived as	drum	Yes.
chord	chord	can be heard in	concert hall	Yes.
smoke alarm	smoke alarm	occurs in	swimming pool	Yes.
buzzer ringing	buzzer ringing	generated by	intrusion detection system	Yes.
bird	bird	has subtype	crow caw	Yes.
bird	bird	can be heard in	park	Yes.
sawing	sawing	belongs to class	things	Yes.
human sounds	human sounds	has subtype	whispering	Yes.
bowed string instrument	bowed string instrument	caused by	string	Yes.
vibraphone	vibraphone	described by	a musical instrument with metal bars that are struck with mallets to produce sound	Yes.
domestic sounds	domestic sounds	has subtype	switch on or off	Yes.
skateboard	skateboard	occurs in	park	Yes.
afrobeat	afrobeat	described by	a genre of music originating in west africa	Yes.
train	train	associated with environment	tunnel entrance	Yes.
oldschool jungle	oldschool jungle	belongs to class	drum and bass	Yes.
bassoon	bassoon	part of scene	concert	Yes.
rapping	rapping	has subtype	urban music	Yes.
telephone busy signal	telephone busy signal	generated by	telephone system	Yes.
creak	creak	described by	machinery	Yes.
crow caw	crow caw	event composed of	crow vocalization	Yes.
chainsaw	chainsaw	described by	a power tool used for cutting wood or other materials	Yes.
playing badminton	playing badminton	occurs in	sports stadium	Yes.
crying	crying	has parent	human non-speech sounds	Yes.
metronome	metronome	overlaps with	drumming	Yes.
farm animal	farm animal	has subtype	goat or sheep bleat	Yes.
sonar	sonar	warns about	environmental hazard	Yes.
ringtone	ringtone	has parent	music	Yes.
ukulele	ukulele	occurs in	music classroom	Yes.
snicker	snicker	belongs to class	human sounds	Yes.
castanets	castanets	part of scene	salsa dance	Yes.
insect chirping	insect chirping	occurs in	park	Yes.
thunk	thunk	has parent	thump or thud	Yes.
breaking	breaking	occurs in	oil drilling rig	Yes.
door	door	occurs in	supermarket	Yes.
civil defense siren ringing	civil defense siren ringing	occurs in	quiet street	Yes.
